seqid	source	type	start	end	score	strand	phase	attributes	chr	id	old_lt
CP023154	GenBank	CDS	69225	70244	.	+	1	ID=PFDSM3638_00330.p01;Parent=PFDSM3638_00330.t01;Name=PFDSM3638_00330;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_014835478.1;product=tungstate ABC transporter substrate-binding protein WtpA;protein_id=PRJNA382684:PFDSM3638_00330;transl_table=11;translation=length.339	CP023154	PFDSM3638_00330	PF0080
CP023154	GenBank	CDS	70317	71066	.	+	1	ID=PFDSM3638_00335.p01;Parent=PFDSM3638_00335.t01;Name=PFDSM3638_00335;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_014835477.1;product=molybdenum ABC transporter permease;protein_id=PRJNA382684:PFDSM3638_00335;transl_table=11;translation=length.249	CP023154	PFDSM3638_00335	PF0081
CP023154	GenBank	CDS	71059	72093	.	+	1	ID=PFDSM3638_00340.p01;Parent=PFDSM3638_00340.t01;Name=PFDSM3638_00340;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011011194.1;product=molybdenum ABC transporter ATP-binding protein;protein_id=PRJNA382684:PFDSM3638_00340;transl_table=11;translation=length.344	CP023154	PFDSM3638_00340	PF0082
CP023154	GenBank	CDS	72090	72641	.	-	1	ID=PFDSM3638_00345.p01;Parent=PFDSM3638_00345.t01;Name=PFDSM3638_00345;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011011195.1;product=RNA 2'-phosphotransferase;protein_id=PRJNA382684:PFDSM3638_00345;transl_table=11;translation=length.183	CP023154	PFDSM3638_00345	PF0083
CP023154	GenBank	CDS	72625	76683	.	-	1	ID=PFDSM3638_00350.p01;Parent=PFDSM3638_00350.t01;Name=PFDSM3638_00350;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_014835476.1;product=DNA helicase;protein_id=PRJNA382684:PFDSM3638_00350;transl_table=11;translation=length.1352	CP023154	PFDSM3638_00350	NA
CP023154	GenBank	CDS	76697	77341	.	-	1	ID=PFDSM3638_00355.p01;Parent=PFDSM3638_00355.t01;Name=PFDSM3638_00355;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015859248.1;product=alanyl-tRNA editing protein AlaX;protein_id=PRJNA382684:PFDSM3638_00355;transl_table=11;translation=length.214	CP023154	PFDSM3638_00355	PF0086
CP023154	GenBank	CDS	77397	77807	.	+	1	ID=PFDSM3638_00360.p01;Parent=PFDSM3638_00360.t01;Name=PFDSM3638_00360;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_013748110.1;product=inosine-5-monophosphate dehydrogenase;protein_id=PRJNA382684:PFDSM3638_00360;transl_table=11;translation=length.136	CP023154	PFDSM3638_00360	PF0087
CP023154	GenBank	CDS	77814	79319	.	+	1	ID=PFDSM3638_00365.p01;Parent=PFDSM3638_00365.t01;Name=PFDSM3638_00365;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_013748109.1;product=phosphohydrolase;protein_id=PRJNA382684:PFDSM3638_00365;transl_table=11;translation=length.501	CP023154	PFDSM3638_00365	PF0088
CP023154	GenBank	CDS	79324	80325	.	+	1	ID=PFDSM3638_00370.p01;Parent=PFDSM3638_00370.t01;Name=PFDSM3638_00370;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011011201.1;product=class I SAM-dependent methyltransferase family protein;protein_id=PRJNA382684:PFDSM3638_00370;transl_table=11;translation=length.333	CP023154	PFDSM3638_00370	PF0089
CP023154	GenBank	CDS	80384	81307	.	+	1	ID=PFDSM3638_00375.p01;Parent=PFDSM3638_00375.t01;Name=PFDSM3638_00375;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011011202.1;product=GTP 3'%2C8-cyclase MoaA;protein_id=PRJNA382684:PFDSM3638_00375;transl_table=11;translation=length.307	CP023154	PFDSM3638_00375	PF0090
CP023154	GenBank	CDS	81355	82176	.	+	1	ID=PFDSM3638_00380.p01;Parent=PFDSM3638_00380.t01;Name=PFDSM3638_00380;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011011203.1;product=DUF835 domain-containing protein;protein_id=PRJNA382684:PFDSM3638_00380;transl_table=11;translation=length.273	CP023154	PFDSM3638_00380	PF0091
CP023154	GenBank	CDS	82177	83616	.	-	1	ID=PFDSM3638_00385.p01;Parent=PFDSM3638_00385.t01;Name=PFDSM3638_00385;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011011204.1;product=replication protein C;protein_id=PRJNA382684:PFDSM3638_00385;transl_table=11;translation=length.479	CP023154	PFDSM3638_00385	PF0092
CP023154	GenBank	CDS	83623	86181	.	-	1	ID=PFDSM3638_00390.p01;Parent=PFDSM3638_00390.t01;Name=PFDSM3638_00390;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011011205.1;product=replication factor C small subunit;protein_id=PRJNA382684:PFDSM3638_00390;transl_table=11;translation=length.852	CP023154	PFDSM3638_00390	PF0093
CP023154	GenBank	CDS	86276	86956	.	-	1	ID=PFDSM3638_00395.p01;Parent=PFDSM3638_00395.t01;Name=PFDSM3638_00395;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011011206.1;product=glutaredoxin;protein_id=PRJNA382684:PFDSM3638_00395;transl_table=11;translation=length.226	CP023154	PFDSM3638_00395	PF0094
CP023154	GenBank	CDS	87089	87787	.	+	1	ID=PFDSM3638_00400.p01;Parent=PFDSM3638_00400.t01;Name=PFDSM3638_00400;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_014835474.1;product=transcriptional regulator;protein_id=PRJNA382684:PFDSM3638_00400;transl_table=11;translation=length.232	CP023154	PFDSM3638_00400	PF0095
CP023154	GenBank	CDS	87774	87965	.	+	1	ID=PFDSM3638_00405.p01;Parent=PFDSM3638_00405.t01;Name=PFDSM3638_00405;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_014835473.1;product=ferredoxin;protein_id=PRJNA382684:PFDSM3638_00405;transl_table=11;translation=length.63	CP023154	PFDSM3638_00405	PF0096
CP023154	GenBank	CDS	87962	89143	.	+	1	ID=PFDSM3638_00410.p01;Parent=PFDSM3638_00410.t01;Name=PFDSM3638_00410;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010884290.1;product=digeranylgeranylglycerophospholipid reductase;protein_id=PRJNA382684:PFDSM3638_00410;transl_table=11;translation=length.393	CP023154	PFDSM3638_00410	PF0097
CP023154	GenBank	CDS	89127	89900	.	-	1	ID=PFDSM3638_00415.p01;Parent=PFDSM3638_00415.t01;Name=PFDSM3638_00415;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011011210.1;product=NAD(+) synthetase;protein_id=PRJNA382684:PFDSM3638_00415;transl_table=11;translation=length.257	CP023154	PFDSM3638_00415	PF0098
CP023154	GenBank	CDS	89897	90847	.	-	1	ID=PFDSM3638_00420.p01;Parent=PFDSM3638_00420.t01;Name=PFDSM3638_00420;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011011211.1;product=hypothetical protein;protein_id=PRJNA382684:PFDSM3638_00420;transl_table=11;translation=length.316	CP023154	PFDSM3638_00420	PF0099
CP023154	GenBank	CDS	90902	91339	.	+	1	ID=PFDSM3638_00425.p01;Parent=PFDSM3638_00425.t01;Name=PFDSM3638_00425;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011011212.1;product=molybdenum cofactor biosynthesis protein MoaE;protein_id=PRJNA382684:PFDSM3638_00425;transl_table=11;translation=length.145	CP023154	PFDSM3638_00425	PF0100
CP023154	GenBank	CDS	91433	92347	.	+	1	ID=PFDSM3638_00430.p01;Parent=PFDSM3638_00430.t01;Name=PFDSM3638_00430;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_014835472.1;product=SPASM domain-containing protein;protein_id=PRJNA382684:PFDSM3638_00430;transl_table=11;translation=length.304	CP023154	PFDSM3638_00430	PF0101
CP023154	GenBank	CDS	92479	93225	.	+	1	ID=PFDSM3638_00435.p01;Parent=PFDSM3638_00435.t01;Name=PFDSM3638_00435;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011011214.1;product=ATPase;protein_id=PRJNA382684:PFDSM3638_00435;transl_table=11;translation=length.248	CP023154	PFDSM3638_00435	PF0102
CP023154	GenBank	CDS	94040	95194	.	+	1	ID=PFDSM3638_00445.p01;Parent=PFDSM3638_00445.t01;Name=PFDSM3638_00445;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011011217.1;product=DNA-binding protein;protein_id=PRJNA382684:PFDSM3638_00445;transl_table=11;translation=length.384	CP023154	PFDSM3638_00445	PF0105
CP023154	GenBank	CDS	95173	96294	.	+	1	ID=PFDSM3638_00450.p01;Parent=PFDSM3638_00450.t01;Name=PFDSM3638_00450;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011011218.1;product=hypothetical protein;protein_id=PRJNA382684:PFDSM3638_00450;transl_table=11;translation=length.373	CP023154	PFDSM3638_00450	PF0106
CP023154	GenBank	CDS	96327	96914	.	+	1	ID=PFDSM3638_00455.p01;Parent=PFDSM3638_00455.t01;Name=PFDSM3638_00455;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011011219.1;product=hypothetical protein;protein_id=PRJNA382684:PFDSM3638_00455;transl_table=11;translation=length.195	CP023154	PFDSM3638_00455	PF0107
CP023154	GenBank	CDS	96901	97470	.	+	1	ID=PFDSM3638_00460.p01;Parent=PFDSM3638_00460.t01;eC_number=4.1.2.17;Name=PFDSM3638_00460;Note=catalyzes the formation of glycerone phosphate and (S)-lactaldehyde from L-fuculose 1-phosphate%3B Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011011220.1;product=fuculose phosphate aldolase;protein_id=PRJNA382684:PFDSM3638_00460;transl_table=11;translation=length.189	CP023154	PFDSM3638_00460	PF0108
CP023154	GenBank	CDS	97800	98645	.	-	1	ID=PFDSM3638_00470.p01;Parent=PFDSM3638_00470.t01;Name=PFDSM3638_00470;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011011221.1;product=EamA family transporter;protein_id=PRJNA382684:PFDSM3638_00470;transl_table=11;translation=length.281	CP023154	PFDSM3638_00470	PF0109
CP023154	GenBank	CDS	98638	99681	.	-	1	ID=PFDSM3638_00475.p01;Parent=PFDSM3638_00475.t01;Name=PFDSM3638_00475;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011011222.1;product=DNA primase catalytic subunit PriS;protein_id=PRJNA382684:PFDSM3638_00475;transl_table=11;translation=length.347	CP023154	PFDSM3638_00475	PF0110
CP023154	GenBank	CDS	99632	100822	.	-	1	ID=PFDSM3638_00480.p01;Parent=PFDSM3638_00480.t01;Name=PFDSM3638_00480;Note=p41%3B involved in priming for DNA replication%3B forms a heterodimer of small and large subunit (Pfup41 and Pfup46)%3B primase from Pyrococcus furiosus uses deoxyribonucleotides as a substrate and can synthesize long DNA strands in vitro which means it may be involved in both de novo primer synthesis and elongation%3B enzyme from Sulfolobus solfataricus has higher affinity for ribonucleotides and also possesses 3'-terminal nucleotidyl transferase activity%3B priming is stimulated by thymine-rich synthetic bubbles%3B Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_014835470.1;product=DNA primase;protein_id=PRJNA382684:PFDSM3638_00480;transl_table=11;translation=length.396	CP023154	PFDSM3638_00480	PF0111
CP023154	GenBank	CDS	100872	101936	.	+	1	ID=PFDSM3638_00485.p01;Parent=PFDSM3638_00485.t01;Name=PFDSM3638_00485;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011011224.1;product=polyhydroxyalkanoate depolymerase;protein_id=PRJNA382684:PFDSM3638_00485;transl_table=11;translation=length.354	CP023154	PFDSM3638_00485	PF0112
CP023154	GenBank	CDS	101999	102466	.	+	1	ID=PFDSM3638_00490.p01;Parent=PFDSM3638_00490.t01;Name=PFDSM3638_00490;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_013748185.1;product=Lrp/AsnC family transcriptional regulator;protein_id=PRJNA382684:PFDSM3638_00490;transl_table=11;translation=length.155	CP023154	PFDSM3638_00490	PF0113
CP023154	GenBank	CDS	102438	103010	.	-	1	ID=PFDSM3638_00495.p01;Parent=PFDSM3638_00495.t01;Name=PFDSM3638_00495;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011011226.1;product=GTP-binding protein;protein_id=PRJNA382684:PFDSM3638_00495;transl_table=11;translation=length.190	CP023154	PFDSM3638_00495	PF0114
CP023154	GenBank	CDS	103073	104263	.	-	1	ID=PFDSM3638_00500.p01;Parent=PFDSM3638_00500.t01;Name=PFDSM3638_00500;Note=required for the ATP-dependent degradation of proteins by the 20S proteasome%3B Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_013748188.1;product=proteasome-activating nucleotidase;protein_id=PRJNA382684:PFDSM3638_00500;transl_table=11;translation=length.396	CP023154	PFDSM3638_00500	PF0115
CP023154	GenBank	CDS	104347	105441	.	-	1	ID=PFDSM3638_00505.p01;Parent=PFDSM3638_00505.t01;Name=PFDSM3638_00505;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011011228.1;product=ABC transporter ATP-binding protein;protein_id=PRJNA382684:PFDSM3638_00505;transl_table=11;translation=length.364	CP023154	PFDSM3638_00505	PF0116
CP023154	GenBank	CDS	105453	106322	.	-	1	ID=PFDSM3638_00510.p01;Parent=PFDSM3638_00510.t01;Name=PFDSM3638_00510;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010884311.1;product=carbohydrate ABC transporter permease;protein_id=PRJNA382684:PFDSM3638_00510;transl_table=11;translation=length.289	CP023154	PFDSM3638_00510	PF0117
CP023154	GenBank	CDS	106319	107266	.	-	1	ID=PFDSM3638_00515.p01;Parent=PFDSM3638_00515.t01;Name=PFDSM3638_00515;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011011230.1;product=sugar ABC transporter permease;protein_id=PRJNA382684:PFDSM3638_00515;transl_table=11;translation=length.315	CP023154	PFDSM3638_00515	PF0118
CP023154	GenBank	CDS	107267	108892	.	-	1	ID=PFDSM3638_00520.p01;Parent=PFDSM3638_00520.t01;Name=PFDSM3638_00520;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011011231.1;product=ABC transporter substrate-binding protein;protein_id=PRJNA382684:PFDSM3638_00520;transl_table=11;translation=length.541	CP023154	PFDSM3638_00520	PF0119
CP023154	GenBank	CDS	109388	110422	.	+	1	ID=PFDSM3638_00525.p01;Parent=PFDSM3638_00525.t01;Name=PFDSM3638_00525;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011011232.1;product=transposase;protein_id=PRJNA382684:PFDSM3638_00525;transl_table=11;translation=length.344	CP023154	PFDSM3638_00525	PF0120
CP023154	GenBank	CDS	110433	111674	.	-	1	ID=PFDSM3638_00530.p01;Parent=PFDSM3638_00530.t01;Name=PFDSM3638_00530;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_014733402.1;product=PLP-dependent aminotransferase family protein;protein_id=PRJNA382684:PFDSM3638_00530;transl_table=11;translation=length.413	CP023154	PFDSM3638_00530	PF0121
